Sample_ID,Cancer_Type,Label,BRCA1,BRCA2,ERBB2,ESR1,PGR,GATA3,FOXA1,EGFR,KRAS,ALK,MET,ROS1,STK11,KEAP1,BRAF,TP53,PIK3CA,MYC,PTEN,CDK1,UHRF1,HMMR,CEP55,ASPM,RAD51AP1,DLGAP5,KIF11,PBK,HMGB2,CDKN2A,SMAD4,RB1,ATM,APC,VHL,RET,CTNNB1,FGFR1,FGFR2,FGFR3,NOTCH1,JAK2,STAT3,MTOR,AKT1,CCND1,CDK4,CDK6,MDM2,BCL2
TCGA-BRCA-101,BRCA,1,8.8037,10.5418,10.0104,9.4354,7.9732,8.2558,8.5109,5.9769,5.8658,5.8934,3.3551,5.7302,6.514,4.3655,4.9938,6.2248,4.1855,8.259,3.5962,4.3579,5.4465,4.5627,3.8476,4.7973,4.71,5.4032,4.5056,4.8561,5.9944,4.6962,5.9275,4.1277,3.6619,6.1286,6.0492,5.4741,4.0823,4.1941,5.3033,5.3125,4.601,5.6398,3.446,6.201,4.2056,8.4952,4.4715,5.6785,5.0166,5.1894
TCGA-BRCA-102,BRCA,1,8.4227,10.0529,9.1074,10.2964,6.7828,8.3322,7.7685,6.5775,5.4033,4.7498,4.3878,5.8375,6.3918,4.2773,4.972,6.327,4.325,7.0759,3.2109,4.7293,5.3963,4.6127,5.2648,4.8203,5.0372,6.2838,4.5548,4.6697,5.0422,3.0372,4.8682,3.53,4.3186,6.6933,5.654,5.3267,5.1417,3.9894,5.6337,5.3399,3.9144,4.7451,3.8225,5.2237,4.8127,9.8677,4.7256,5.824,5.0722,4.7155
TCGA-BRCA-103,BRCA,1,7.8672,9.7189,10.2019,9.9006,7.1855,8.3771,8.4114,6.4028,5.3314,6.7954,4.4574,6.0121,5.4235,3.9797,4.5677,6.1686,5.5062,9.2779,4.1057,4.0512,5.01,4.9347,4.3612,5.3671,5.2407,5.7532,4.0879,5.0842,5.3981,4.6185,4.8937,4.2437,4.1655,6.4189,5.6702,5.1202,5.0071,3.4559,6.1478,4.8904,3.4947,4.8492,4.2652,5.7342,4.5793,9.2286,4.5847,4.6756,5.0533,5.1141
TCGA-BRCA-104,BRCA,1,7.9533,9.8869,10.6463,9.9061,9.0147,8.2539,7.782,5.8225,5.905,5.4148,4.7484,6.4993,6.0697,4.3862,4.0858,7.1511,5.0661,9.1304,4.8527,4.9552,4.6358,4.0936,5.0063,5.5598,6.184,5.7402,4.7474,4.8255,4.8596,3.2593,5.5316,5.0074,4.5311,6.1311,6.7362,7.2539,4.2543,3.0031,5.6765,5.5096,3.4948,5.5058,3.9071,6.1689,4.1098,9.0173,4.1334,5.4779,4.8906,4.5416
TCGA-BRCA-105,BRCA,1,7.6781,9.3884,8.1335,9.6826,8.5013,7.3029,9.1279,5.7536,4.7615,5.5311,3.596,5.9984,6.5028,4.3319,5.2855,6.6392,4.3797,9.2723,3.628,5.2174,5.101,4.7609,5.2469,4.419,4.6653,6.0837,4.5152,4.7883,5.1272,4.0669,4.5542,4.758,3.9038,4.6957,6.1125,5.4077,5.5146,3.9222,4.9565,5.2223,3.9383,4.6997,4.3304,5.4803,3.8407,11.0916,4.9755,5.012,5.201,4.6596
TCGA-BRCA-106,BRCA,1,8.4977,10.7411,9.5962,7.6051,7.2284,8.0559,8.2841,6.5557,5.3539,5.3908,4.3878,6.4626,5.8908,4.872,4.0949,6.0018,3.6528,10.5907,3.0532,5.3385,5.018,4.458,4.6701,4.505,5.2432,6.3659,5.3342,5.5027,4.6983,3.3994,5.9061,3.8765,4.4511,6.1545,6.7837,6.0334,4.6549,5.2455,5.9169,5.2457,3.9272,4.5161,3.9459,5.2511,4.4083,10.5895,5.1767,4.9731,6.6708,5.0434
TCGA-BRCA-107,BRCA,1,8.5614,9.2786,9.8295,9.2148,8.8447,6.3037,7.7857,6.2863,4.8487,5.4307,3.4675,4.8487,6.3449,4.4653,5.1989,6.3865,4.4922,8.7225,4.3937,5.1241,5.5074,4.8597,4.4944,4.3074,4.9709,5.83,3.8385,4.463,5.527,3.899,5.2537,4.1953,4.9034,6.7184,5.5057,5.5121,5.0952,4.5158,5.4846,4.3995,3.9272,4.831,4.2142,6.8524,4.2259,7.9943,4.6315,5.66,4.4793,5.1335
TCGA-BRCA-108,BRCA,1,9.318,8.2824,7.916,9.092,8.716,10.5488,8.5099,5.6482,4.3306,5.8276,3.319,5.7302,6.2744,4.6142,3.9355,4.9611,4.7755,9.6076,4.3964,3.3946,5.4052,4.7653,4.4326,4.0077,4.541,5.7461,4.1958,5.2833,5.943,3.9025,5.9465,4.3173,4.3126,6.029,6.3068,6.0478,4.9911,4.2165,3.8399,5.2661,3.2833,4.7859,2.88,6.8498,4.778,8.679,5.3952,5.4102,5.2651,4.6043
TCGA-BRCA-109,BRCA,1,9.8888,9.0769,10.2859,9.7107,8.0116,7.6384,9.6785,5.8072,4.6888,5.2231,3.5762,6.3124,5.3834,4.6027,4.032,5.6872,4.8226,9.2065,3.4157,4.3042,4.9563,4.5076,5.4022,4.8116,5.2156,5.5666,3.6675,5.615,5.7575,4.4576,5.2456,4.6737,4.59,6.8976,6.6187,5.8104,4.016,4.2927,5.6336,5.3229,4.9454,5.0418,5.1261,5.1209,4.779,8.422,3.7322,5.0433,4.4742,4.326
TCGA-BRCA-110,BRCA,1,8.2412,10.5295,8.139,8.8951,7.2974,8.3175,7.8287,5.5427,5.0758,5.6028,3.8593,6.4792,5.9194,3.7138,4.0326,6.3982,4.4376,9.4329,3.4428,3.4567,5.8586,4.2615,4.0825,5.2822,3.9506,4.9395,5.5039,5.2045,4.9347,4.1564,5.2458,4.393,4.3877,5.9885,6.3017,5.6995,4.2597,3.6618,6.1649,5.292,4.787,5.0913,4.1885,5.9113,5.1481,9.1805,4.1937,5.4048,5.1267,4.5316
TCGA-BRCA-111,BRCA,1,9.8708,10.858,8.4307,9.8539,8.944,7.8468,7.6902,6.3875,4.5834,5.713,4.1187,6.2988,5.4543,3.9087,4.162,6.7509,5.2618,9.4353,4.5897,5.0708,4.8439,4.1024,4.7477,4.4898,5.292,6.0876,4.7074,5.6439,4.851,4.5686,4.9888,3.9047,4.4092,6.6955,6.3684,5.7889,4.8252,4.2831,4.9423,4.347,4.2291,5.1293,4.0813,6.3386,4.4616,10.339,4.6135,6.0558,5.2431,5.577
TCGA-BRCA-112,BRCA,1,9.4388,10.7881,10.0292,8.9544,9.6345,9.3325,7.9366,5.8708,5.2982,5.305,4.1962,5.971,5.5973,3.517,5.1329,6.0182,5.4068,8.3423,3.9147,4.6779,5.5534,3.8024,5.2339,4.6226,5.4662,4.9971,4.062,5.3172,5.2215,4.3306,5.4404,5.2891,4.4133,5.8712,5.9278,6.3805,3.906,4.4945,4.9474,5.5229,4.0524,5.3525,4.0943,5.3072,4.8895,8.9729,5.0867,4.6431,5.3238,4.4262
TCGA-BRCA-113,BRCA,1,9.3802,11.5685,10.1066,10.0854,7.5906,9.1716,6.7444,4.634,4.9271,4.83,4.7842,7.0416,5.1299,5.113,4.8757,5.3911,4.4742,9.5612,4.5105,4.0263,5.2966,3.9639,4.8794,4.6976,4.7357,5.6207,5.4573,4.9229,4.7828,4.3939,5.2648,3.6675,5.2589,5.9113,5.9355,5.8584,5.5352,3.375,5.6433,6.012,4.3328,4.4717,3.7665,6.1039,5.2347,9.5647,5.0991,4.4265,4.4809,4.1653
TCGA-BRCA-114,BRCA,1,8.4765,10.7825,9.3002,8.6523,8.1463,8.6442,7.6385,6.7036,5.7875,5.0335,4.1491,6.3726,5.2929,4.8202,5.6149,6.4302,4.7503,9.4337,3.7039,4.1531,5.1073,3.326,4.86,4.6372,5.3124,5.7873,3.9339,5.2316,4.9466,4.9299,4.9149,4.1401,3.6363,5.5374,6.1394,5.1557,4.5762,4.4299,5.2935,3.8669,4.9355,5.2227,4.2149,5.8845,4.9748,10.1386,5.2047,5.2785,4.5148,4.6093
TCGA-BRCA-115,BRCA,1,9.3621,10.1685,9.223,10.3769,8.0951,7.8621,7.2688,5.5075,4.8829,5.4902,4.4461,6.4557,5.4007,4.7932,3.982,5.2273,4.4858,10.4295,4.1679,4.6399,5.1377,4.112,4.6971,4.2718,4.8293,5.6196,3.7637,4.7121,5.5086,4.1069,5.1822,3.9194,4.9315,5.6686,6.2502,5.5345,4.6883,4.4437,4.8202,4.965,4.8638,5.9701,4.0106,6.0213,5.675,9.339,4.3771,4.8347,5.681,3.9012
TCGA-BRCA-116,BRCA,1,8.3069,9.1414,8.2509,8.9857,7.1995,6.2904,8.7332,4.5919,5.5581,5.7899,3.9957,6.1709,5.6887,4.5797,4.5068,6.6316,5.4357,9.3677,3.4074,5.0196,5.5991,3.9824,4.1995,4.6176,4.4729,5.0327,4.688,5.1477,5.3171,4.5655,5.2387,4.7903,3.7736,5.7149,6.1314,6.8391,5.3129,4.7639,4.8193,5.0409,4.679,6.1321,3.2338,6.366,5.1015,9.5988,4.0106,5.2708,5.4172,4.4956
TCGA-BRCA-117,BRCA,1,7.7357,9.4377,11.0063,10.0096,7.5108,8.3703,8.1945,5.9576,6.3398,5.9685,4.3866,5.7321,6.1451,4.5755,4.6599,5.6652,4.7334,8.6351,2.2717,5.1399,4.5949,4.3605,4.8092,4.9693,4.8618,5.863,4.6748,5.4988,6.17,4.2193,5.3686,3.9218,4.3611,6.4212,6.0282,6.0508,4.5239,4.5504,5.9616,5.4176,4.3274,4.5694,3.7697,6.2981,5.7937,8.6223,4.9137,4.8661,4.7158,4.0685
TCGA-BRCA-118,BRCA,1,8.9526,9.5367,9.2356,8.0334,8.4522,9.2632,7.9597,5.7639,5.7716,5.4123,3.7862,6.2835,6.0857,4.93,5.1118,6.38,5.0976,9.3986,4.544,4.9956,4.5534,4.5557,5.3312,4.4046,4.8073,5.6973,4.5343,4.8538,5.3319,4.3588,4.3315,4.4125,3.9518,5.2341,6.4065,5.9341,4.7526,4.5201,5.6659,4.5994,4.63,5.5365,3.5328,6.4408,4.4275,9.7647,4.7617,5.0581,5.4724,4.2401
TCGA-BRCA-119,BRCA,1,7.7944,8.8524,9.2807,9.4856,8.8484,7.6673,7.5791,5.7334,5.0467,5.5842,4.7105,6.0594,5.7873,5.356,4.8381,6.7424,5.6484,9.4178,2.603,5.057,4.5501,4.5329,3.7858,4.5726,4.8215,5.3423,4.2649,5.6476,4.9463,4.3748,4.8538,4.2804,4.305,5.5893,5.4685,6.0244,5.2317,4.1753,5.2767,5.0462,4.2962,5.2108,2.8115,5.466,4.1467,8.446,4.7787,5.4622,5.3316,3.7563
TCGA-BRCA-120,BRCA,1,9.6071,9.3792,9.3237,10.2942,6.9795,9.0339,9.3632,5.4986,5.4913,5.766,3.508,5.4493,5.3734,4.4411,4.6094,5.8634,5.6347,8.4934,4.1965,4.4255,5.381,4.8577,5.1027,5.2606,4.8515,5.4659,3.7256,5.3956,4.5441,4.0944,5.1265,4.4864,4.7259,6.7644,6.4756,5.3963,4.659,3.778,5.1782,5.2095,3.7814,4.8622,3.5408,6.3297,4.389,8.471,5.5026,5.6508,4.1951,4.7741
TCGA-BRCA-121,BRCA,1,7.06,10.5038,9.9727,8.616,7.4676,6.4447,9.0881,5.9266,5.7761,5.3648,3.9269,6.4905,6.1975,4.8659,4.2524,7.1526,5.2239,8.0286,3.5287,5.3121,5.0189,4.6216,4.6135,3.8852,5.5677,4.3485,3.4472,5.395,5.5668,3.7834,5.4105,3.1094,4.4966,6.2124,6.1016,5.7889,4.9168,4.2004,4.5683,6.0665,4.8689,4.4469,3.9031,5.8825,5.1087,8.7378,4.4363,4.2638,5.0602,4.1704
TCGA-BRCA-122,BRCA,1,8.53,8.4252,10.9784,8.8165,8.8511,9.2244,6.6235,5.8622,5.1851,5.5434,4.2234,6.1413,5.1614,4.5158,4.3909,6.6502,5.7123,9.6003,4.647,4.8128,6.2387,3.8789,4.4631,4.5159,4.7554,5.748,4.5413,5.3468,6.1756,3.3399,4.734,3.1542,3.7221,5.8655,5.7752,5.209,4.7147,4.0215,5.0629,5.0439,3.9819,5.6677,3.9938,5.8255,4.7001,8.0341,5.2925,5.5366,4.8062,3.8414
TCGA-BRCA-123,BRCA,1,8.0903,10.039,9.3106,8.8054,8.7274,8.3101,8.1237,5.5558,4.5514,6.0005,4.2769,6.2756,6.0448,4.1244,3.8972,6.5313,5.2499,10.3942,4.4932,4.6553,5.481,4.3127,4.1297,4.8183,4.3359,5.6653,5.2573,5.5427,4.8418,4.066,4.9194,4.3439,4.6637,6.4141,7.3665,6.3747,4.7722,4.5535,5.4041,4.4046,4.9214,5.5939,3.9551,6.1375,5.1898,9.1878,3.9542,5.266,5.1189,4.9632
TCGA-BRCA-124,BRCA,1,9.2955,9.8521,9.6675,8.7856,8.4044,8.8769,7.6236,6.594,5.42,5.3686,3.9727,6.1003,5.8119,4.9309,4.8894,5.6051,5.2033,9.7351,3.4609,3.9037,5.4524,4.1299,4.9202,5.1293,5.6629,5.1968,5.5085,5.579,5.6604,5.0604,5.4955,4.892,4.228,6.508,6.7052,6.3079,3.9142,4.008,6.0912,5.2174,4.2438,5.3432,3.5238,6.3937,4.755,9.1688,4.5963,5.2597,5.0656,4.2447
TCGA-BRCA-125,BRCA,1,7.9023,8.8075,8.8551,9.1777,8.5536,8.7456,7.5603,6.5454,6.0471,5.5012,3.82,7.2636,6.192,4.5953,5.0818,6.6882,4.4165,8.4411,3.9834,3.6446,5.2021,4.9984,4.3868,5.5791,5.7107,5.6946,4.155,4.9876,6.6356,5.0394,5.3993,4.0711,4.2016,6.2095,5.5027,5.8185,5.3314,3.3152,5.9186,5.6557,3.9882,5.9365,3.7305,6.221,4.4159,8.8609,4.3771,5.4934,5.6272,4.3745
TCGA-BRCA-126,BRCA,1,9.9885,9.5502,8.9583,9.3687,7.1578,8.1684,7.2485,5.0315,5.9071,5.4677,4.4193,5.9792,6.1028,5.6302,3.8284,5.4393,4.219,9.6219,3.9312,5.0844,4.0242,4.4941,4.4623,5.5003,5.3327,5.5175,5.2292,5.9671,6.0562,4.4834,5.198,4.4912,3.9348,6.1982,5.8271,5.6936,5.7419,4.3703,5.2904,4.4182,4.2186,5.4621,4.144,5.9735,4.7821,9.1544,5.0384,5.5101,5.1585,4.3374
TCGA-BRCA-127,BRCA,1,8.188,9.7775,8.71,8.7404,7.4329,7.1426,7.1493,6.0007,5.7048,4.7703,3.9231,6.888,6.5397,4.8926,4.6684,6.9392,5.6283,9.2057,3.601,4.5056,6.8944,3.5222,4.4074,4.0997,5.0657,5.126,4.3849,4.1563,5.6121,4.7134,5.1446,4.3076,4.0614,6.178,6.1053,6.1625,5.2867,3.8078,5.3506,5.4191,3.5576,4.104,4.1888,6.2487,4.2082,9.6399,4.3057,4.7107,5.5495,3.8164
TCGA-BRCA-128,BRCA,1,9.9073,9.4332,8.1553,10.5319,7.571,8.7129,8.1647,6.0791,5.7651,6.0266,3.3241,6.7684,6.0867,4.6562,4.6113,5.4262,4.5644,9.1515,2.7706,4.3968,5.7588,4.4505,4.8615,4.5828,5.1915,5.6279,4.9138,5.4791,5.3832,3.7015,5.4731,4.4964,4.2028,5.8496,5.7971,5.9397,4.2413,4.089,5.7987,5.1891,3.6899,5.2387,5.0916,6.3383,4.432,10.5584,5.7854,5.5758,4.337,4.7151
TCGA-BRCA-129,BRCA,1,9.3008,10.9201,9.2172,9.0463,8.772,7.829,8.926,5.7089,5.7708,5.2231,4.921,6.0915,5.0616,3.8698,4.4218,6.3095,5.6542,7.5155,3.2501,4.111,5.0997,5.1489,4.0746,5.0995,5.1998,5.7153,4.699,4.5513,6.1315,5.0646,5.3602,5.5867,3.9436,6.2878,6.8403,5.549,3.9794,3.409,6.5357,4.7038,4.1756,4.533,4.5498,5.6097,4.3237,9.4949,4.1537,5.0549,5.9039,4.6208
TCGA-BRCA-130,BRCA,1,9.362,10.5239,8.832,8.9345,7.9026,8.9803,8.7051,5.3723,3.552,6.281,4.035,5.505,6.2916,4.363,3.8826,6.8961,4.6951,8.4878,3.3812,4.1276,5.7139,3.6827,4.244,4.8566,5.7328,5.7938,4.7334,5.1824,5.7565,5.071,5.1177,4.3822,4.2299,6.3525,6.1906,5.5066,4.6666,5.4307,5.6623,4.013,4.071,5.0961,4.0054,5.9663,4.7124,9.081,4.8152,5.6195,4.4551,4.2804
TCGA-BRCA-131,BRCA,1,8.5525,11.1744,8.9677,9.6052,8.1531,7.3898,8.0974,6.061,5.0503,6.0817,4.6605,5.4646,6.5978,4.6495,4.5416,6.9642,4.3858,9.9301,3.8889,3.9032,4.8472,4.5904,4.17,5.611,5.598,6.3941,4.5017,5.2602,4.7065,4.6001,5.5265,4.6588,4.9873,5.7846,6.0613,5.9418,4.2024,4.1211,5.7518,4.8056,4.923,4.3339,4.637,6.3311,4.2849,8.5999,3.6456,4.7466,5.7264,4.3786
TCGA-BRCA-132,BRCA,1,8.9048,10.0023,10.0317,9.3842,9.455,8.1859,8.1301,6.6646,4.8961,6.1621,4.2986,6.2558,5.7153,3.726,4.5415,6.8215,5.6667,7.6966,2.4419,4.0511,6.1417,4.083,5.3246,4.8091,4.516,6.728,5.0982,5.0416,5.8017,4.1637,5.5554,5.2563,3.3833,5.9082,6.139,5.9457,4.0458,4.6733,4.9283,4.3434,4.1431,6.0371,5.3465,6.2448,4.4502,9.3506,4.8532,5.8773,4.5937,5.0039
TCGA-BRCA-133,BRCA,1,9.6868,10.0693,10.3725,9.519,7.6707,7.8683,8.2019,6.1047,6.2508,5.574,3.2482,6.1489,5.2245,4.8989,4.6624,6.0437,4.5038,8.4135,3.5905,4.2546,4.6522,4.8762,4.45,4.8895,5.146,5.8884,3.8524,4.2934,5.009,4.3,4.9726,4.1977,5.2068,5.1648,5.7469,6.7268,4.6479,3.8619,6.0897,4.996,4.0943,5.1856,3.7466,5.4918,4.5125,9.3136,4.6911,5.3214,5.6293,4.9706
TCGA-BRCA-134,BRCA,1,6.5697,9.9242,9.2199,7.5248,9.0935,8.6441,7.289,5.7312,5.0898,4.7727,3.9933,6.5926,5.6033,4.264,5.1948,6.0668,4.8454,9.4456,3.5948,4.9813,5.8408,4.7587,5.1504,3.7646,4.4174,5.4701,4.0413,4.7713,5.7481,4.1556,5.2682,4.2624,3.943,5.9666,6.8182,4.8964,5.3074,5.3617,6.1387,4.4734,4.0252,5.606,3.9513,5.7475,4.5188,9.0248,4.6206,4.541,5.564,3.9845
TCGA-BRCA-135,BRCA,1,7.6615,10.0676,8.5151,8.9329,8.1506,7.4726,8.1322,6.1274,5.4918,5.6546,4.0732,6.4662,4.7117,5.2393,3.2978,5.8359,4.556,8.6097,1.9629,4.6266,5.7423,4.8041,4.2941,4.6556,4.6953,5.531,3.9234,4.6867,5.5205,4.168,5.5824,4.4822,4.4953,6.5267,5.2535,5.3513,4.5545,4.2035,5.1703,5.4243,5.2585,5.1825,4.1178,6.4252,3.6364,10.0854,5.1753,4.8226,4.5895,4.3138
TCGA-BRCA-136,BRCA,1,9.0405,11.1124,10.0469,9.6282,7.0717,8.911,8.7641,6.2627,4.5113,4.8408,3.7007,6.2675,6.111,3.9401,4.5621,6.4608,5.0033,7.9737,3.3123,3.9919,6.2162,4.5439,3.8366,5.4193,5.3326,6.3245,4.16,4.9218,4.897,5.1608,5.0861,3.8975,3.8196,5.925,6.9024,5.9169,5.2869,4.3575,5.4152,4.4471,5.0655,5.5849,4.6166,6.4631,4.2143,9.9412,5.2292,5.6163,5.2811,5.3942
TCGA-BRCA-137,BRCA,1,7.6621,9.8526,7.9599,9.2407,7.9456,8.6762,8.4529,5.6104,5.6972,5.4207,3.1848,5.6426,5.6162,5.1512,4.8506,7.4743,5.4962,7.7778,3.9495,4.4351,5.0103,3.3861,4.6353,4.1632,4.9863,6.7853,4.1846,5.2287,5.7566,4.2423,5.4828,4.194,4.0272,5.6075,6.5474,4.9077,5.1557,3.513,5.9866,4.7914,3.6525,5.379,4.54,5.7815,4.9296,8.6898,4.0255,5.7904,5.0909,3.4756
TCGA-BRCA-138,BRCA,1,7.8522,9.2788,10.3838,8.5271,9.0796,7.6737,9.186,5.3951,5.716,6.0088,3.7195,6.5237,5.7623,4.1584,4.3018,6.7821,4.518,7.9633,3.6421,4.9206,5.4191,3.4981,4.3504,4.384,5.8689,5.7863,4.2992,4.852,5.2409,4.478,4.4216,4.4902,3.8908,6.3029,6.5239,5.4307,3.9855,4.0627,6.1488,5.3862,4.0797,4.772,3.796,5.3517,4.9617,10.6725,4.4922,4.8938,4.8536,4.1815
TCGA-BRCA-139,BRCA,1,8.1447,9.4195,10.0632,7.9238,9.1447,8.6466,7.9463,6.3062,6.1773,5.9454,3.8597,5.6621,5.9037,4.9037,4.2065,6.5826,6.0803,8.7384,4.5085,3.9106,4.9925,4.3442,4.1421,5.6062,5.7085,5.4606,5.3312,5.1292,6.598,4.1745,5.6247,5.0751,4.7819,6.3429,6.0538,6.0355,4.2621,4.2909,4.9507,4.0779,4.2937,5.7205,4.5386,5.9595,5.4428,8.6912,3.7268,4.0531,4.6122,4.815
TCGA-BRCA-140,BRCA,1,8.2672,9.9698,10.0012,9.7814,8.5935,7.7967,6.7369,5.6658,4.9716,5.4291,4.5742,5.3974,5.5396,4.2699,3.743,5.733,4.4983,9.7465,3.1641,4.8702,5.4036,3.0661,3.9251,4.9978,5.1723,5.6931,5.1043,5.3863,6.0885,2.8724,6.2037,4.0716,4.1555,6.6809,5.067,5.6518,5.1746,3.9064,5.9622,5.3065,4.3531,5.3888,4.723,6.3018,5.0339,7.972,4.9768,5.3888,5.7647,3.8277
TCGA-BRCA-141,BRCA,1,8.911,10.3327,8.4174,9.327,8.5098,7.4043,8.1767,5.6536,5.9783,5.1348,3.6795,6.2308,5.646,5.5812,4.3188,5.867,5.1412,10.2221,3.8217,4.5601,6.3581,4.257,4.4219,4.4831,4.14,6.1382,3.2652,5.1285,5.2009,5.2222,4.4208,3.9246,4.0751,5.9888,5.8496,5.738,4.0404,4.3935,4.3446,4.9555,3.9683,5.5975,4.9533,5.835,5.2647,8.2936,4.2027,6.0171,5.4632,4.4089
TCGA-BRCA-142,BRCA,1,9.3106,10.5199,9.6728,8.733,8.0123,8.0155,7.5901,5.6736,5.4411,4.8721,4.0613,6.674,5.8793,4.1334,4.2172,5.9992,4.9495,10.0856,3.2078,4.7724,5.4388,4.2735,4.8204,4.6912,4.5039,5.8342,4.7639,5.1077,5.833,3.9835,5.5669,3.5843,5.2643,5.9738,5.8803,5.6456,4.1958,3.6306,5.5258,5.0254,4.3804,5.0724,4.0341,5.399,4.3256,8.629,4.4164,5.2902,5.1352,4.3352
TCGA-BRCA-143,BRCA,1,8.8691,9.7473,8.7412,10.058,9.0095,8.3453,7.9989,6.761,5.9389,5.3894,4.4525,7.6324,5.884,4.1508,4.4862,6.1419,4.4071,9.5015,2.7258,4.3079,5.7252,3.4295,5.0943,3.8,4.1377,5.4779,4.5827,5.7939,5.3321,3.9789,5.6264,3.9397,4.2128,5.4878,6.1657,5.7136,4.268,4.2974,5.5846,5.5561,3.4657,5.0514,3.6955,6.4354,4.9463,8.9731,4.3338,5.5869,4.4377,3.539
TCGA-BRCA-144,BRCA,1,8.4218,10.8442,9.797,8.7338,8.9534,8.1796,7.4787,6.1297,5.316,5.8514,3.0345,6.8716,5.7651,4.0997,4.6997,6.6509,4.1811,9.5584,4.1382,4.6267,6.1581,4.2968,4.5778,4.4658,4.5909,5.9234,4.2044,5.0374,5.4024,4.134,5.4041,4.4408,4.4554,7.4081,6.739,5.5973,5.2779,3.688,5.2222,5.3218,4.6064,5.3902,3.7805,5.7088,4.6349,9.0215,5.1299,5.0055,5.0494,3.5938
TCGA-BRCA-145,BRCA,1,9.9419,9.869,9.6034,8.2366,6.8876,7.0572,7.7431,6.5675,5.6652,5.8351,3.982,6.5213,5.9745,5.3694,4.3508,6.7988,5.1064,9.3437,2.9134,5.1053,5.2823,4.0849,3.9013,4.8032,5.0201,5.0759,3.7026,5.3746,5.7392,4.1973,5.912,4.332,4.1159,5.629,5.3443,6.7058,5.2358,3.5186,5.5832,4.9183,4.1315,4.8849,4.2663,6.4096,4.7705,9.511,4.6072,5.6126,5.4345,4.443
TCGA-BRCA-146,BRCA,1,8.9774,10.1435,8.4306,9.1418,8.5878,8.5793,9.6514,5.4215,4.8021,5.1034,4.2179,6.1605,6.1864,4.4291,4.3022,5.9639,5.5176,8.6382,3.151,4.6613,6.3623,3.7711,4.6377,4.3673,5.2024,4.6953,3.9212,5.7705,5.308,3.7295,5.3137,4.3435,4.4235,5.0497,5.6061,5.301,4.9849,4.2117,6.2256,5.3829,4.0955,5.0646,4.7226,6.7171,4.5215,8.6723,3.6353,4.0936,5.4388,4.6327
TCGA-BRCA-147,BRCA,1,10.282,9.411,10.1233,8.7645,8.8778,7.9362,8.4508,5.6057,5.2482,4.9928,4.0229,5.9394,5.5964,4.6274,3.4897,5.6781,5.828,9.2651,3.8292,4.668,5.0446,3.6466,4.7126,5.5327,4.8087,5.6869,4.9445,5.3018,4.5172,4.1516,6.0927,4.3567,2.7724,6.2817,6.0252,4.8639,3.8305,4.7024,5.1391,4.5146,4.2507,4.7673,4.1257,5.8991,3.9693,8.5641,4.9071,5.1651,5.1618,5.3754
TCGA-BRCA-148,BRCA,1,8.2133,9.5063,8.8817,9.6313,8.7626,8.2946,7.6809,5.3982,5.4562,5.1853,3.761,5.7597,5.6671,4.8352,3.4051,7.1892,4.5673,8.1149,3.7582,4.5376,4.8226,3.546,4.9904,5.1859,4.7968,6.388,4.4572,5.7953,4.8246,3.5623,5.0798,4.1754,4.7187,6.2342,5.7448,5.7841,4.4561,3.813,5.4654,4.8729,3.8856,4.7012,4.483,6.2122,5.0412,9.4881,4.1419,4.8572,5.7164,3.6065
TCGA-BRCA-149,BRCA,1,7.9811,10.4828,9.0796,9.1314,8.68,7.2008,8.9084,5.5754,5.5687,5.3224,3.7376,5.1787,6.1305,5.1167,3.942,5.0374,5.071,8.0689,3.7613,4.1885,4.7944,4.4311,4.1236,4.4524,5.1803,4.5128,5.2605,5.1531,4.6568,3.5936,5.8324,4.6757,4.8365,5.7462,6.2727,5.9918,5.0178,4.7785,5.1467,4.9113,3.9634,5.0631,4.4249,5.1735,5.124,7.9658,4.5321,5.7661,5.3668,4.5764
TCGA-BRCA-150,BRCA,1,8.0936,10.35,10.4429,8.8788,7.4642,7.4446,6.9939,5.826,4.947,4.8669,4.2356,6.3627,6.6811,4.2505,3.4549,6.3911,5.1332,10.1599,4.7993,5.3835,4.8577,5.0809,4.4787,5.2052,5.1331,5.241,5.0195,4.9033,6.2327,3.7206,4.8344,4.0437,4.8907,5.3039,6.5809,6.6947,4.5855,4.0183,5.5453,4.4071,5.5926,5.4243,3.4654,5.5969,4.6589,7.8099,3.9336,5.291,5.7058,4.8643
TCGA-BRCA-151,BRCA,1,7.9979,10.7755,7.7815,10.7038,7.5085,7.4227,7.2261,5.8514,6.0519,5.6925,4.3285,6.2711,5.9471,4.622,3.4336,5.5509,5.2505,11.2967,3.0806,4.8522,5.0606,5.3307,3.9658,5.1185,4.2997,5.5681,4.4221,5.6662,4.7647,4.4339,5.346,4.5115,4.6223,5.4463,6.5297,5.494,5.2181,4.3822,5.4005,4.6733,4.6801,5.7199,3.8092,5.434,4.9164,8.8048,4.033,4.6128,4.995,3.7385
TCGA-BRCA-152,BRCA,1,10.0724,8.4705,8.9033,8.1224,7.7806,8.6276,8.422,6.0109,5.0202,5.2883,3.6721,6.5487,5.5951,3.8707,4.881,5.5464,3.9894,8.9887,3.978,4.6638,5.2402,4.1667,4.4923,4.6692,4.7085,5.6757,4.1345,5.243,5.2916,3.752,5.2932,4.6466,3.0149,6.3766,5.5112,5.549,3.2553,4.4977,5.1352,4.7184,4.3138,4.104,4.1067,6.3246,4.6564,9.9955,4.7063,5.1064,5.582,5.0342
